t, Reservoir1_Storage, t, Reservoir1_inflow, t, Reservoir2_Storage, t, Reservoir2_inflow, t, User1_Storage, t, myLink_flow, t, User_link_flow, 
5.435021, 0.000000e+00,5.435021, 1.000000e+00,5.435021, 2.017223e+01,5.435021, 0.000000e+00,5.435021, 5.435015e+00,5.435021, 1.000000e+00,5.435021, 1.000000e+00,
5.491207, 0.000000e+00,5.491207, 1.000000e+00,5.491207, 2.017223e+01,5.491207, 0.000000e+00,5.491207, 5.491202e+00,5.491207, 1.000000e+00,5.491207, 1.000000e+00,
5.547394, 0.000000e+00,5.547394, 1.000000e+00,5.547394, 2.017223e+01,5.547394, 0.000000e+00,5.547394, 5.547388e+00,5.547394, 1.000000e+00,5.547394, 1.000000e+00,
5.603580, 0.000000e+00,5.603580, 1.000000e+00,5.603580, 2.017223e+01,5.603580, 0.000000e+00,5.603580, 5.603575e+00,5.603580, 1.000000e+00,5.603580, 1.000000e+00,
5.659767, 0.000000e+00,5.659767, 1.000000e+00,5.659767, 2.017223e+01,5.659767, 0.000000e+00,5.659767, 5.659761e+00,5.659767, 1.000000e+00,5.659767, 1.000000e+00,
5.715953, 0.000000e+00,5.715953, 1.000000e+00,5.715953, 2.017223e+01,5.715953, 0.000000e+00,5.715953, 5.715948e+00,5.715953, 1.000000e+00,5.715953, 1.000000e+00,
5.772140, 0.000000e+00,5.772140, 1.000000e+00,5.772140, 2.017223e+01,5.772140, 0.000000e+00,5.772140, 5.772134e+00,5.772140, 1.000000e+00,5.772140, 1.000000e+00,
5.828326, 0.000000e+00,5.828326, 1.000000e+00,5.828326, 2.017223e+01,5.828326, 0.000000e+00,5.828326, 5.828321e+00,5.828326, 1.000000e+00,5.828326, 1.000000e+00,
5.884513, 0.000000e+00,5.884513, 1.000000e+00,5.884513, 2.017223e+01,5.884513, 0.000000e+00,5.884513, 5.884507e+00,5.884513, 1.000000e+00,5.884513, 1.000000e+00,
5.940700, 0.000000e+00,5.940700, 1.000000e+00,5.940700, 2.017223e+01,5.940700, 0.000000e+00,5.940700, 5.940694e+00,5.940700, 1.000000e+00,5.940700, 1.000000e+00,
5.996886, 0.000000e+00,5.996886, 1.000000e+00,5.996886, 2.017223e+01,5.996886, 0.000000e+00,5.996886, 5.996880e+00,5.996886, 1.000000e+00,5.996886, 1.000000e+00,
6.053073, 0.000000e+00,6.053073, 1.000000e+00,6.053073, 2.017223e+01,6.053073, 0.000000e+00,6.053073, 6.053067e+00,6.053073, 1.000000e+00,6.053073, 1.000000e+00,
6.109259, 0.000000e+00,6.109259, 1.000000e+00,6.109259, 2.017223e+01,6.109259, 0.000000e+00,6.109259, 6.109253e+00,6.109259, 1.000000e+00,6.109259, 1.000000e+00,
6.165446, 0.000000e+00,6.165446, 1.000000e+00,6.165446, 2.017223e+01,6.165446, 0.000000e+00,6.165446, 6.165440e+00,6.165446, 1.000000e+00,6.165446, 1.000000e+00,
6.221632, 0.000000e+00,6.221632, 1.000000e+00,6.221632, 2.017223e+01,6.221632, 0.000000e+00,6.221632, 6.221626e+00,6.221632, 1.000000e+00,6.221632, 1.000000e+00,
6.277819, 0.000000e+00,6.277819, 1.000000e+00,6.277819, 2.017223e+01,6.277819, 0.000000e+00,6.277819, 6.277813e+00,6.277819, 1.000000e+00,6.277819, 1.000000e+00,
6.334005, 0.000000e+00,6.334005, 1.000000e+00,6.334005, 2.017223e+01,6.334005, 0.000000e+00,6.334005, 6.333999e+00,6.334005, 1.000000e+00,6.334005, 1.000000e+00,
6.390192, 0.000000e+00,6.390192, 1.000000e+00,6.390192, 2.017223e+01,6.390192, 0.000000e+00,6.390192, 6.390186e+00,6.390192, 1.000000e+00,6.390192, 1.000000e+00,
6.446379, 0.000000e+00,6.446379, 1.000000e+00,6.446379, 2.017223e+01,6.446379, 0.000000e+00,6.446379, 6.446372e+00,6.446379, 1.000000e+00,6.446379, 1.000000e+00,
6.502565, 0.000000e+00,6.502565, 1.000000e+00,6.502565, 2.017223e+01,6.502565, 0.000000e+00,6.502565, 6.502559e+00,6.502565, 1.000000e+00,6.502565, 1.000000e+00,
6.558752, 0.000000e+00,6.558752, 1.000000e+00,6.558752, 2.017223e+01,6.558752, 0.000000e+00,6.558752, 6.558745e+00,6.558752, 1.000000e+00,6.558752, 1.000000e+00,
6.614938, 0.000000e+00,6.614938, 1.000000e+00,6.614938, 2.017223e+01,6.614938, 0.000000e+00,6.614938, 6.614932e+00,6.614938, 1.000000e+00,6.614938, 1.000000e+00,
6.671125, 0.000000e+00,6.671125, 1.000000e+00,6.671125, 2.017223e+01,6.671125, 0.000000e+00,6.671125, 6.671118e+00,6.671125, 1.000000e+00,6.671125, 1.000000e+00,
6.727311, 0.000000e+00,6.727311, 1.000000e+00,6.727311, 2.017223e+01,6.727311, 0.000000e+00,6.727311, 6.727305e+00,6.727311, 1.000000e+00,6.727311, 1.000000e+00,
6.783498, 0.000000e+00,6.783498, 1.000000e+00,6.783498, 2.017223e+01,6.783498, 0.000000e+00,6.783498, 6.783491e+00,6.783498, 1.000000e+00,6.783498, 1.000000e+00,
6.839684, 0.000000e+00,6.839684, 1.000000e+00,6.839684, 2.017223e+01,6.839684, 0.000000e+00,6.839684, 6.839678e+00,6.839684, 1.000000e+00,6.839684, 1.000000e+00,
6.895871, 0.000000e+00,6.895871, 1.000000e+00,6.895871, 2.017223e+01,6.895871, 0.000000e+00,6.895871, 6.895864e+00,6.895871, 1.000000e+00,6.895871, 1.000000e+00,
6.952058, 0.000000e+00,6.952058, 1.000000e+00,6.952058, 2.017223e+01,6.952058, 0.000000e+00,6.952058, 6.952051e+00,6.952058, 1.000000e+00,6.952058, 1.000000e+00,
7.008244, 0.000000e+00,7.008244, 1.000000e+00,7.008244, 2.017223e+01,7.008244, 0.000000e+00,7.008244, 7.008237e+00,7.008244, 1.000000e+00,7.008244, 1.000000e+00,
7.064431, 0.000000e+00,7.064431, 1.000000e+00,7.064431, 2.017223e+01,7.064431, 0.000000e+00,7.064431, 7.064424e+00,7.064431, 1.000000e+00,7.064431, 1.000000e+00,
7.120617, 0.000000e+00,7.120617, 1.000000e+00,7.120617, 2.017223e+01,7.120617, 0.000000e+00,7.120617, 7.120610e+00,7.120617, 1.000000e+00,7.120617, 1.000000e+00,
7.176804, 0.000000e+00,7.176804, 1.000000e+00,7.176804, 2.017223e+01,7.176804, 0.000000e+00,7.176804, 7.176797e+00,7.176804, 1.000000e+00,7.176804, 1.000000e+00,
7.232990, 0.000000e+00,7.232990, 1.000000e+00,7.232990, 2.017223e+01,7.232990, 0.000000e+00,7.232990, 7.232983e+00,7.232990, 1.000000e+00,7.232990, 1.000000e+00,
7.289177, 0.000000e+00,7.289177, 1.000000e+00,7.289177, 2.017223e+01,7.289177, 0.000000e+00,7.289177, 7.289170e+00,7.289177, 1.000000e+00,7.289177, 1.000000e+00,
7.345364, 0.000000e+00,7.345364, 1.000000e+00,7.345364, 2.017223e+01,7.345364, 0.000000e+00,7.345364, 7.345356e+00,7.345364, 1.000000e+00,7.345364, 1.000000e+00,
7.401550, 0.000000e+00,7.401550, 1.000000e+00,7.401550, 2.017223e+01,7.401550, 0.000000e+00,7.401550, 7.401543e+00,7.401550, 1.000000e+00,7.401550, 1.000000e+00,
7.457737, 0.000000e+00,7.457737, 1.000000e+00,7.457737, 2.017223e+01,7.457737, 0.000000e+00,7.457737, 7.457729e+00,7.457737, 1.000000e+00,7.457737, 1.000000e+00,
7.513923, 0.000000e+00,7.513923, 1.000000e+00,7.513923, 2.017223e+01,7.513923, 0.000000e+00,7.513923, 7.513916e+00,7.513923, 1.000000e+00,7.513923, 1.000000e+00,
7.570110, 0.000000e+00,7.570110, 1.000000e+00,7.570110, 2.017223e+01,7.570110, 0.000000e+00,7.570110, 7.570102e+00,7.570110, 1.000000e+00,7.570110, 1.000000e+00,
7.626296, 0.000000e+00,7.626296, 1.000000e+00,7.626296, 2.017223e+01,7.626296, 0.000000e+00,7.626296, 7.626289e+00,7.626296, 1.000000e+00,7.626296, 1.000000e+00,
7.682483, 0.000000e+00,7.682483, 1.000000e+00,7.682483, 2.017223e+01,7.682483, 0.000000e+00,7.682483, 7.682475e+00,7.682483, 1.000000e+00,7.682483, 1.000000e+00,
7.738669, 0.000000e+00,7.738669, 1.000000e+00,7.738669, 2.017223e+01,7.738669, 0.000000e+00,7.738669, 7.738662e+00,7.738669, 1.000000e+00,7.738669, 1.000000e+00,
7.794856, 0.000000e+00,7.794856, 1.000000e+00,7.794856, 2.017223e+01,7.794856, 0.000000e+00,7.794856, 7.794848e+00,7.794856, 1.000000e+00,7.794856, 1.000000e+00,
7.851043, 0.000000e+00,7.851043, 1.000000e+00,7.851043, 2.017223e+01,7.851043, 0.000000e+00,7.851043, 7.851035e+00,7.851043, 1.000000e+00,7.851043, 1.000000e+00,
7.907229, 0.000000e+00,7.907229, 1.000000e+00,7.907229, 2.017223e+01,7.907229, 0.000000e+00,7.907229, 7.907221e+00,7.907229, 1.000000e+00,7.907229, 1.000000e+00,
7.963416, 0.000000e+00,7.963416, 1.000000e+00,7.963416, 2.017223e+01,7.963416, 0.000000e+00,7.963416, 7.963408e+00,7.963416, 1.000000e+00,7.963416, 1.000000e+00,
8.019602, 0.000000e+00,8.019602, 1.000000e+00,8.019602, 2.017223e+01,8.019602, 0.000000e+00,8.019602, 8.019594e+00,8.019602, 1.000000e+00,8.019602, 1.000000e+00,
8.075789, 0.000000e+00,8.075789, 1.000000e+00,8.075789, 2.017223e+01,8.075789, 0.000000e+00,8.075789, 8.075780e+00,8.075789, 1.000000e+00,8.075789, 1.000000e+00,
8.131975, 0.000000e+00,8.131975, 1.000000e+00,8.131975, 2.017223e+01,8.131975, 0.000000e+00,8.131975, 8.131967e+00,8.131975, 1.000000e+00,8.131975, 1.000000e+00,
8.188162, 0.000000e+00,8.188162, 1.000000e+00,8.188162, 2.017223e+01,8.188162, 0.000000e+00,8.188162, 8.188153e+00,8.188162, 1.000000e+00,8.188162, 1.000000e+00,
8.244348, 0.000000e+00,8.244348, 1.000000e+00,8.244348, 2.017223e+01,8.244348, 0.000000e+00,8.244348, 8.244340e+00,8.244348, 1.000000e+00,8.244348, 1.000000e+00,
8.300535, 0.000000e+00,8.300535, 1.000000e+00,8.300535, 2.017223e+01,8.300535, 0.000000e+00,8.300535, 8.300526e+00,8.300535, 1.000000e+00,8.300535, 1.000000e+00,
8.356722, 0.000000e+00,8.356722, 1.000000e+00,8.356722, 2.017223e+01,8.356722, 0.000000e+00,8.356722, 8.356713e+00,8.356722, 1.000000e+00,8.356722, 1.000000e+00,
8.412908, 0.000000e+00,8.412908, 1.000000e+00,8.412908, 2.017223e+01,8.412908, 0.000000e+00,8.412908, 8.412899e+00,8.412908, 1.000000e+00,8.412908, 1.000000e+00,
8.469095, 0.000000e+00,8.469095, 1.000000e+00,8.469095, 2.017223e+01,8.469095, 0.000000e+00,8.469095, 8.469086e+00,8.469095, 1.000000e+00,8.469095, 1.000000e+00,
8.525281, 0.000000e+00,8.525281, 1.000000e+00,8.525281, 2.017223e+01,8.525281, 0.000000e+00,8.525281, 8.525272e+00,8.525281, 1.000000e+00,8.525281, 1.000000e+00,
8.581468, 0.000000e+00,8.581468, 1.000000e+00,8.581468, 2.017223e+01,8.581468, 0.000000e+00,8.581468, 8.581459e+00,8.581468, 1.000000e+00,8.581468, 1.000000e+00,
8.637654, 0.000000e+00,8.637654, 1.000000e+00,8.637654, 2.017223e+01,8.637654, 0.000000e+00,8.637654, 8.637645e+00,8.637654, 1.000000e+00,8.637654, 1.000000e+00,
8.693841, 0.000000e+00,8.693841, 1.000000e+00,8.693841, 2.017223e+01,8.693841, 0.000000e+00,8.693841, 8.693832e+00,8.693841, 1.000000e+00,8.693841, 1.000000e+00,
8.750027, 0.000000e+00,8.750027, 1.000000e+00,8.750027, 2.017223e+01,8.750027, 0.000000e+00,8.750027, 8.750018e+00,8.750027, 1.000000e+00,8.750027, 1.000000e+00,
8.806214, 0.000000e+00,8.806214, 1.000000e+00,8.806214, 2.017223e+01,8.806214, 0.000000e+00,8.806214, 8.806205e+00,8.806214, 1.000000e+00,8.806214, 1.000000e+00,
8.862401, 0.000000e+00,8.862401, 1.000000e+00,8.862401, 2.017223e+01,8.862401, 0.000000e+00,8.862401, 8.862391e+00,8.862401, 1.000000e+00,8.862401, 1.000000e+00,
8.918587, 0.000000e+00,8.918587, 1.000000e+00,8.918587, 2.017223e+01,8.918587, 0.000000e+00,8.918587, 8.918578e+00,8.918587, 1.000000e+00,8.918587, 1.000000e+00,
8.974774, 0.000000e+00,8.974774, 1.000000e+00,8.974774, 2.017223e+01,8.974774, 0.000000e+00,8.974774, 8.974764e+00,8.974774, 1.000000e+00,8.974774, 1.000000e+00,
9.030960, 0.000000e+00,9.030960, 1.000000e+00,9.030960, 2.017223e+01,9.030960, 0.000000e+00,9.030960, 9.030951e+00,9.030960, 1.000000e+00,9.030960, 1.000000e+00,
9.087147, 0.000000e+00,9.087147, 1.000000e+00,9.087147, 2.017223e+01,9.087147, 0.000000e+00,9.087147, 9.087137e+00,9.087147, 1.000000e+00,9.087147, 1.000000e+00,
9.143333, 0.000000e+00,9.143333, 1.000000e+00,9.143333, 2.017223e+01,9.143333, 0.000000e+00,9.143333, 9.143324e+00,9.143333, 1.000000e+00,9.143333, 1.000000e+00,
9.199520, 0.000000e+00,9.199520, 1.000000e+00,9.199520, 2.017223e+01,9.199520, 0.000000e+00,9.199520, 9.199510e+00,9.199520, 1.000000e+00,9.199520, 1.000000e+00,
9.255706, 0.000000e+00,9.255706, 1.000000e+00,9.255706, 2.017223e+01,9.255706, 0.000000e+00,9.255706, 9.255697e+00,9.255706, 1.000000e+00,9.255706, 1.000000e+00,
9.311893, 0.000000e+00,9.311893, 1.000000e+00,9.311893, 2.017223e+01,9.311893, 0.000000e+00,9.311893, 9.311883e+00,9.311893, 1.000000e+00,9.311893, 1.000000e+00,
9.368080, 0.000000e+00,9.368080, 1.000000e+00,9.368080, 2.017223e+01,9.368080, 0.000000e+00,9.368080, 9.368070e+00,9.368080, 1.000000e+00,9.368080, 1.000000e+00,
9.424266, 0.000000e+00,9.424266, 1.000000e+00,9.424266, 2.017223e+01,9.424266, 0.000000e+00,9.424266, 9.424256e+00,9.424266, 1.000000e+00,9.424266, 1.000000e+00,
9.480453, 0.000000e+00,9.480453, 1.000000e+00,9.480453, 2.017223e+01,9.480453, 0.000000e+00,9.480453, 9.480443e+00,9.480453, 1.000000e+00,9.480453, 1.000000e+00,
9.536639, 0.000000e+00,9.536639, 1.000000e+00,9.536639, 2.017223e+01,9.536639, 0.000000e+00,9.536639, 9.536629e+00,9.536639, 1.000000e+00,9.536639, 1.000000e+00,
9.592826, 0.000000e+00,9.592826, 1.000000e+00,9.592826, 2.017223e+01,9.592826, 0.000000e+00,9.592826, 9.592816e+00,9.592826, 1.000000e+00,9.592826, 1.000000e+00,
9.649012, 0.000000e+00,9.649012, 1.000000e+00,9.649012, 2.017223e+01,9.649012, 0.000000e+00,9.649012, 9.649002e+00,9.649012, 1.000000e+00,9.649012, 1.000000e+00,
9.705199, 0.000000e+00,9.705199, 1.000000e+00,9.705199, 2.017223e+01,9.705199, 0.000000e+00,9.705199, 9.705189e+00,9.705199, 1.000000e+00,9.705199, 1.000000e+00,
9.761385, 0.000000e+00,9.761385, 1.000000e+00,9.761385, 2.017223e+01,9.761385, 0.000000e+00,9.761385, 9.761375e+00,9.761385, 1.000000e+00,9.761385, 1.000000e+00,
9.817572, 0.000000e+00,9.817572, 1.000000e+00,9.817572, 2.017223e+01,9.817572, 0.000000e+00,9.817572, 9.817562e+00,9.817572, 1.000000e+00,9.817572, 1.000000e+00,
9.873759, 0.000000e+00,9.873759, 1.000000e+00,9.873759, 2.017223e+01,9.873759, 0.000000e+00,9.873759, 9.873748e+00,9.873759, 1.000000e+00,9.873759, 1.000000e+00,
9.929945, 0.000000e+00,9.929945, 1.000000e+00,9.929945, 2.017223e+01,9.929945, 0.000000e+00,9.929945, 9.929935e+00,9.929945, 1.000000e+00,9.929945, 1.000000e+00,
9.986132, 0.000000e+00,9.986132, 1.000000e+00,9.986132, 2.017223e+01,9.986132, 0.000000e+00,9.986132, 9.986121e+00,9.986132, 1.000000e+00,9.986132, 1.000000e+00,
10.042318, 0.000000e+00,10.042318, 1.000000e+00,10.042318, 2.017223e+01,10.042318, 0.000000e+00,10.042318, 1.004231e+01,10.042318, 1.000000e+00,10.042318, 1.000000e+00,
10.098505, 0.000000e+00,10.098505, 1.000000e+00,10.098505, 2.017223e+01,10.098505, 0.000000e+00,10.098505, 1.009849e+01,10.098505, 1.000000e+00,10.098505, 1.000000e+00,
